         MJD           Ac           As           X0           Y0           dX           dY
 59942.00000      38.9647     -12.5057     308.0758    -123.2535     272.0159    -103.9060 
 59943.00000      39.5045     -12.5655     308.5654    -123.3975     272.2742    -103.3612 
 59944.00000      40.0584     -12.6395     309.0745    -123.5541     272.5539    -102.8013 
 59945.00000      40.5098     -12.7288     309.5049    -123.7121     272.8714    -102.2398 
 59946.00000      40.8052     -12.8201     309.8128    -123.8474     273.2319    -101.6831 
 59947.00000      40.9563     -12.8682     310.0133    -123.9106     273.6261    -101.1296 
 59948.00000      41.0083     -12.8919     310.1238    -123.9257     274.0295    -100.5788 
 59949.00000      41.0063     -12.9262     310.1627    -123.9377     274.4248    -100.0335 
 59950.00000      40.9818     -12.9784     310.1495    -123.9652     274.8035     -99.4986 
 59951.00000      40.9514     -13.0337     310.1014    -124.0059     275.1627     -98.9824 
 59952.00000      40.9441     -13.0698     310.0568    -124.0561     275.5060     -98.4928 
 59953.00000      41.0248     -13.0324     310.1095    -124.0996     275.8473     -98.0424 
 59954.00000      41.2581     -12.9688     310.3279    -124.2019     276.2093     -97.6249 
 59955.00000      41.5934     -12.9909     310.6386    -124.4247     276.6077     -97.2096 
 59956.00000      41.9394     -13.1717     310.9278    -124.7759     277.0458     -96.7685 
 59957.00000      42.2430     -13.5201     311.1313    -125.2279     277.5187     -96.2891 
 59958.00000      42.4568     -13.9302     311.2169    -125.6594     278.0007     -95.7711 
 59959.00000      42.6302     -14.3102     311.2429    -126.0247     278.4678     -95.2365 
 59960.00000      42.7924     -14.6178     311.2467    -126.3153     278.9109     -94.7041 
 59961.00000      42.8866     -14.8984     311.1672    -126.5712     279.3368     -94.1977 
 59962.00000      42.8455     -15.1447     310.9697    -126.7735     279.7648     -93.7380 
 59963.00000      42.6541     -15.3330     310.6699    -126.8956     280.2084     -93.3312 
 59964.00000      42.3421     -15.4614     310.3048    -126.9389     280.6722     -92.9711 
 59965.00000      42.0489     -15.5224     310.0075    -126.9308     281.1593     -92.6257 
 59966.00000      41.8572     -15.5552     309.8252    -126.9160     281.6631     -92.2621 
 59967.00000      41.7885     -15.5720     309.7593    -126.9065     282.1740     -91.8662 
 59968.00000      41.7958     -15.4844     309.7905    -126.8187     282.6673     -91.4494 
 59969.00000      41.8358     -15.2211     309.9037    -126.5887     283.1231     -91.0259 
 59970.00000      41.8914     -14.7798     310.0877    -126.2190     283.5375     -90.6041 
 59971.00000      41.9552     -14.2071     310.3266    -125.7529     283.9212     -90.1884 
 59972.00000      42.0728     -13.6658     310.6053    -125.3559     284.3121     -89.7815 
 59973.00000      42.1988     -13.2598     310.8639    -125.0811     284.7510     -89.3785 
 59974.00000      42.2624     -13.0555     311.0182    -124.9423     285.2556     -88.9862 
 59975.00000      42.3787     -13.0398     311.1664    -124.9758     285.8306     -88.5878 
 59976.00000      42.4232     -13.3520     311.0880    -125.2539     286.4480     -88.2286 
 59977.00000      42.4246     -13.9342     310.7964    -125.7440     287.0710     -87.9139 
 59978.00000      42.3863     -14.6342     310.3557    -126.3164     287.6698     -87.6368 
 59979.00000      42.3265     -15.2612     309.8843    -126.8194     288.2255     -87.3817 
 59980.00000      42.3127     -15.4136     309.7007    -126.9563     288.7331     -87.1027 
 59981.00000      42.3823     -14.8850     309.9892    -126.5846     289.1943     -86.7675 
 59982.00000      42.5213     -13.9730     310.5994    -125.9570     289.6560     -86.4010 
 59983.00000      42.7039     -13.1141     311.2586    -125.4069     290.1610     -86.0306 
 59984.00000      42.9276     -12.5653     311.7969    -125.1269     290.7284     -85.6709 
 59985.00000      43.1912     -12.4040     312.1502    -125.1717     291.3618     -85.3322 
 59986.00000      43.4558     -12.4222     312.3938    -125.3488     292.0235     -85.0031 
 59987.00000      43.7291     -12.4217     312.6442    -125.5310     292.6828     -84.6889 
 59988.00000      44.0063     -12.3156     312.9515    -125.6643     293.3269     -84.3957 
 59989.00000      44.2218     -12.1262     313.2552    -125.7277     293.9519     -84.1345 
 59990.00000      44.2526     -11.9106     313.4468    -125.6594     294.5670     -83.9017 
 59991.00000      44.0378     -11.6976     313.4797    -125.4161     295.1794     -83.6876 
 59992.00000      43.6072     -11.4927     313.3773    -125.0096     295.7901     -83.4843 
 59993.00000      43.0611     -11.2757     313.2221    -124.4947     296.3976     -83.2838 
 59994.00000      42.6481     -10.9559     313.2339    -123.9967     296.9979     -83.0664 
 59995.00000      42.4823     -10.5187     313.4892    -123.6016     297.5913     -82.8260 
 59996.00000      42.4961     -10.0767     313.8674    -123.3426     298.1943     -82.5772 
 59997.00000      42.5705      -9.7149     314.2356    -123.1856     298.8172     -82.3334 
 59998.00000      42.5684      -9.3802     314.5430    -122.9882     299.4426     -82.0977 
 59999.00000      42.3962      -9.0233     314.7671    -122.6421     300.0535     -81.8700 
 60000.00000      42.1262      -8.6729     314.9403    -122.2174     300.6629     -81.6466 
 60001.00000      41.8773      -8.3711     315.1077    -121.8341     301.2889     -81.4259 
 60002.00000      41.7205      -8.1344     315.2976    -121.5609     301.9413     -81.2078 
 60003.00000      41.6325      -7.9062     315.5311    -121.3456     302.6072     -80.9879 
 60004.00000      41.5541      -7.6397     315.8088    -121.1135     303.2764     -80.7644 
 60005.00000      41.4367      -7.3297     316.1026    -120.8253     303.9375     -80.5422 
 60006.00000      41.2432      -7.0079     316.3531    -120.4740     304.5734     -80.3323 
 60007.00000      40.9065      -6.7471     316.4434    -120.0511     305.1586     -80.1573 
 60008.00000      40.4431      -6.6110     316.3046    -119.6075     305.6709     -80.0313 
 60009.00000      40.2015      -6.6124     316.0412    -119.4576     306.0844     -79.9513 
 60010.00000      40.2922      -6.7300     315.7360    -119.6692     306.4311     -79.8927 
 60011.00000      40.3330      -6.9930     315.3055    -119.8515     306.8118     -79.8077 
 60012.00000      40.0746      -7.3767     314.7451    -119.7412     307.2881     -79.6815 
 60013.00000      39.8202      -7.6354     314.3567    -119.5904     307.8163     -79.5757 
 60014.00000      39.8516      -7.5838     314.3597    -119.6592     308.3456     -79.5407 
 60015.00000      39.9794      -7.4207     314.4969    -119.8190     308.8745     -79.5473 
 60016.00000      40.0055      -7.3573     314.5160    -119.9127     309.4143     -79.5575 
 60017.00000      39.8499      -7.4834     314.3134    -119.8655     309.9675     -79.5525 
 60018.00000      39.5535      -7.7112     313.9811    -119.6985     310.5252     -79.5487 
 60019.00000      39.1718      -7.9466     313.6220    -119.4496     311.0799     -79.5607 
 60020.00000      38.7452      -8.1424     313.2921    -119.1459     311.6281     -79.5893 
 60021.00000      38.3521      -8.2551     313.0587    -118.8449     312.1738     -79.6244 
 60022.00000      38.0548      -8.2804     312.9366    -118.5997     312.7144     -79.6551 
 60023.00000      37.8652      -8.2249     312.9172    -118.4224     313.2485     -79.6756 
 60024.00000      37.7087      -8.1147     312.9492    -118.2504     313.7680     -79.6872 
 60025.00000      37.5072      -7.9986     312.9681    -118.0164     314.2713     -79.6879 
 60026.00000      37.2083      -7.9003     312.9500    -117.6766     314.7641     -79.6821 
 60027.00000      36.7587      -7.7760     312.9498    -117.1876     315.2617     -79.6866 
 60028.00000      36.2033      -7.6383     312.9848    -116.6095     315.7812     -79.7150 
 60029.00000      35.7343      -7.6213     312.9266    -116.1348     316.3000     -79.7529 
 60030.00000      35.4999      -7.8180     312.6716    -115.9025     316.7960     -79.7866 
 60031.00000      35.5134      -8.2201     312.2031    -115.9118     317.2541     -79.8111 
 60032.00000      35.5938      -8.6890     311.6553    -115.9850     317.6949     -79.8472 
 60033.00000      35.5905      -9.1119     311.1484    -115.9795     318.1378     -79.9121 
 60034.00000      35.4382      -9.4522     310.7231    -115.8362     318.5854     -80.0118 
 60035.00000      35.1244      -9.7095     310.3822    -115.5447     319.0338     -80.1448 
 60036.00000      34.7833     -10.0183     309.9676    -115.2204     319.4495     -80.2871 
 60037.00000      34.4672     -10.3985     309.4556    -114.9080     319.8273     -80.4328 
 60038.00000      34.1556     -10.7404     308.9833    -114.5974     320.1952     -80.5937 
 60039.00000      33.5784     -10.7273     308.9440    -114.0856     320.6221     -80.8259 
 60040.00000      32.6795     -10.3172     309.4099    -113.3361     321.1242     -81.1310 
 60041.00000      31.8926      -9.9838     309.8262    -112.6698     321.6316     -81.4056 
 60042.00000      31.5760     -10.1224     309.7030    -112.3434     322.0794     -81.5809 
 60043.00000      31.6455     -10.4998     309.2677    -112.3317     322.4742     -81.7168 
 60044.00000      31.9267     -10.8290     308.8274    -112.5426     322.8359     -81.8775 
 60045.00000      32.2745     -10.9741     308.5386    -112.8779     323.1781     -82.0922 
 60046.00000      32.4986     -11.0604     308.3312    -113.1201     323.5336     -82.3406 
 60047.00000      32.4729     -11.2044     308.1325    -113.1108     323.9219     -82.6030 
 60048.00000      32.1715     -11.4166     307.9469    -112.8160     324.3419     -82.8735 
 60049.00000      31.6159     -11.6406     307.8214    -112.2589     324.7761     -83.1453 
 60050.00000      31.0969     -11.6919     307.8279    -111.7704     325.1590     -83.4270 
 60051.00000      30.7567     -11.4925     307.9917    -111.5151     325.4711     -83.7207 
 60052.00000      30.6391     -11.1116     308.2634    -111.5287     325.7496     -84.0251 
 60053.00000      30.5378     -10.7357     308.5772    -111.5619     326.0743     -84.3284 
 60054.00000      30.3195     -10.4686     308.9016    -111.4411     326.4824     -84.6123 
 60055.00000      30.1391     -10.4035     309.0754    -111.2795     326.9366     -84.8679 
 60056.00000      30.0497     -10.6616     308.8980    -111.0989     327.3671     -85.1076 
 60057.00000      30.0381     -11.2103     308.3736    -110.8944     327.7426     -85.3445 
 60058.00000      30.0039     -11.8272     307.7551    -110.6421     328.0734     -85.5965 
 60059.00000      29.9361     -12.1861     307.3851    -110.4128     328.3863     -85.8441 
 60060.00000      29.8422     -12.1774     307.3773    -110.2433     328.6962     -86.0699 
 60061.00000      29.6849     -11.9555     307.5889    -110.0783     328.9964     -86.2907 
 60062.00000      29.4522     -11.6779     307.8677    -109.8814     329.2780     -86.5276 
 60063.00000      29.2335     -11.3936     308.1451    -109.7262     329.5494     -86.7857 
 60064.00000      29.1141     -11.1047     308.3939    -109.6875     329.8186     -87.0616 
 60065.00000      29.1869     -10.8777     308.5095    -109.8158     330.0830     -87.3485 
 60066.00000      29.4242     -10.6845     308.5124    -110.0858     330.3331     -87.6403 
 60067.00000      29.7787     -10.4123     308.5044    -110.5079     330.5544     -87.9471 
 60068.00000      30.1839     -10.0403     308.5330    -111.0336     330.7527     -88.2705 
 60069.00000      30.4982      -9.7655     308.5261    -111.4290     330.9721     -88.5886 
 60070.00000      30.6558      -9.7372     308.4232    -111.5464     331.2484     -88.8837 
 60071.00000      30.7318      -9.8914     308.2375    -111.4824     331.5632     -89.1622 
 60072.00000      30.7889     -10.1412     307.9954    -111.3406     331.8906     -89.4358 
 60073.00000      30.8213     -10.5068     307.6579    -111.1218     332.2031     -89.7237 
 60074.00000      30.7697     -10.9773     307.2536    -110.7969     332.4859     -90.0459 
 60075.00000      30.6026     -11.5015     306.8421    -110.3719     332.7327     -90.4098 
 60076.00000      30.3211     -12.0063     306.4882    -109.8811     332.9413     -90.8087 
 60077.00000      29.9050     -12.2775     306.3925    -109.3866     333.1182     -91.1993 
 60078.00000      29.4224     -12.2459     306.5794    -108.9686     333.2702     -91.5547 
 60079.00000      28.9894     -11.9584     306.9546    -108.7103     333.4127     -91.8771 
 60080.00000      28.6902     -11.7275     307.2264    -108.5528     333.5650     -92.2146 
 60081.00000      28.5223     -11.7030     307.2895    -108.4180     333.7439     -92.5863 
 60082.00000      28.3400     -11.7519     307.3413    -108.2241     333.9516     -92.9547 
 60083.00000      28.0237     -11.7515     307.5488    -107.9190     334.1823     -93.2875 
 60084.00000      27.6297     -11.8029     307.7905    -107.5072     334.4252     -93.6039 
 60085.00000      27.2990     -11.8677     307.9715    -107.1511     334.6428     -93.9329 
 60086.00000      27.0958     -11.9810     308.0109    -106.8884     334.8248     -94.2892 
 60087.00000      26.9500     -12.1426     307.9620    -106.6403     334.9804     -94.6506 
 60088.00000      26.7586     -12.5545     307.7899    -106.1542     335.1538     -94.9804 
 60089.00000      26.5115     -13.2049     307.5250    -105.4234     335.3511     -95.2775 
 60090.00000      26.2634     -13.6076     307.4204    -104.8747     335.5065     -95.5953 
 60091.00000      26.1301     -13.4189     307.6059    -104.8774     335.5970     -95.9696 
 60092.00000      26.1568     -12.8965     307.9038    -105.2573     335.6784     -96.3650 
 60093.00000      26.3372     -12.3264     308.1508    -105.7737     335.7940     -96.7489 
 60094.00000      26.5653     -11.8163     308.3307    -106.2778     335.9280     -97.1272 
 60095.00000      26.7533     -11.3992     308.4667    -106.6938     336.0592     -97.5104 
 60096.00000      26.8517     -11.0950     308.5792    -106.9750     336.1795     -97.9009 
 60097.00000      26.8417     -10.9073     308.6850    -107.1036     336.2870     -98.2960 
 60098.00000      26.7194     -10.7981     308.8230    -107.0992     336.3870     -98.6878 
 60099.00000      26.5110     -10.7705     308.9828    -106.9660     336.4858     -99.0653 
 60100.00000      26.2274     -10.8166     309.1663    -106.7138     336.5841     -99.4243 
 60101.00000      25.8767     -10.9114     309.3857    -106.3694     336.6815     -99.7660 
 60102.00000      25.4735     -10.9988     309.6598    -105.9968     336.7723    -100.0988 
 60103.00000      25.0415     -11.0394     309.9891    -105.6538     336.8533    -100.4325 
 60104.00000      24.6271     -11.0251     310.3407    -105.3851     336.9265    -100.7764 
 60105.00000      24.2879     -10.9664     310.6622    -105.2237     336.9964    -101.1400 
 60106.00000      24.1245     -10.9272     310.8430    -105.1737     337.0749    -101.5295 
 60107.00000      24.2385     -10.9441     310.7817    -105.2686     337.1702    -101.9630 
 60108.00000      24.4898     -10.9400     310.6239    -105.4780     337.2721    -102.4268 
 60109.00000      24.6043     -10.7711     310.6532    -105.7693     337.3586    -102.9044 
 60110.00000      24.3399     -10.5152     310.9959    -105.9424     337.3852    -103.3718 
 60111.00000      24.1071      -9.9507     311.4795    -106.3744     337.4322    -103.8014 
 60112.00000      23.7843      -9.5173     311.9266    -106.5947     337.4288    -104.1637 
 60113.00000      23.6345      -9.3473     312.0705    -106.6492     337.3957    -104.5055 
 60114.00000      23.5978      -9.4830     311.9768    -106.5130     337.3561    -104.8778 
 60115.00000      23.5723      -9.8046     311.8214    -106.2449     337.3334    -105.2835 
 60116.00000      23.5996     -10.1629     311.6408    -105.9674     337.3342    -105.6952 
 60117.00000      23.7392     -10.4606     311.4157    -105.7694     337.3554    -106.0919 
 60118.00000      23.9944     -10.6485     311.1527    -105.6883     337.3922    -106.4672 
 60119.00000      24.3433     -10.7625     310.8358    -105.6895     337.4277    -106.8306 
 60120.00000      24.6688     -10.7882     310.5620    -105.7699     337.4481    -107.2092 
 60121.00000      24.9028     -10.7254     310.3866    -105.9201     337.4479    -107.6139 
 60122.00000      25.0286     -10.6164     310.3086    -106.1007     337.4260    -108.0460 
 60123.00000      25.0747     -10.5927     310.2764    -106.1894     337.3989    -108.4939 
 60124.00000      25.0717     -10.7365     310.2510    -106.1082     337.3767    -108.9470 
 60125.00000      25.0510     -11.0589     310.2069    -105.8465     337.3592    -109.3964 
 60126.00000      25.0306     -11.5033     310.1458    -105.4518     337.3426    -109.8318 
 60127.00000      25.0887     -11.9729     310.0059    -105.0199     337.3112    -110.2363 
 60128.00000      25.2053     -12.3914     309.8142    -104.6243     337.2538    -110.6175 
 60129.00000      25.1649     -12.6221     309.7837    -104.4043     337.1455    -111.0316 
 60130.00000      24.9220     -12.7125     309.9504    -104.3238     336.9941    -111.4899 
 60131.00000      24.7804     -13.0023     310.0071    -104.0511     336.8614    -111.9235 
 60132.00000      24.7509     -13.3942     309.9568    -103.6750     336.7357    -112.3296 
 60133.00000      24.6085     -13.5707     310.0436    -103.4859     336.5824    -112.7289 
 60134.00000      24.3024     -13.5673     310.3268    -103.4417     336.4248    -113.1151 
 60135.00000      23.8551     -13.4804     310.7850    -103.4553     336.2838    -113.4852 
 60136.00000      23.3633     -13.3671     311.3171    -103.5032     336.1645    -113.8535 
 60137.00000      22.9100     -13.2707     311.8335    -103.5638     336.0659    -114.2301 
 60138.00000      22.5294     -13.2108     312.2955    -103.6223     335.9849    -114.6184 
 60139.00000      22.2371     -13.2080     312.6808    -103.6535     335.9154    -115.0154 
 60140.00000      21.9859     -13.2920     313.0214    -103.6076     335.8424    -115.4083 
 60141.00000      21.7605     -13.4573     313.3250    -103.4766     335.7547    -115.7863 
 60142.00000      21.5873     -13.6515     313.5594    -103.3018     335.6410    -116.1384 
 60143.00000      21.4650     -13.7922     313.7340    -103.1604     335.5065    -116.4617 
 60144.00000      21.2373     -13.7503     313.9928    -103.2036     335.3407    -116.7816 
 60145.00000      20.7826     -13.4626     314.4431    -103.5181     335.1376    -117.1159 
 60146.00000      20.1044     -12.9751     315.0836    -104.0651     334.9094    -117.4621 
 60147.00000      19.2964     -12.4220     315.8388    -104.6982     334.6790    -117.8019 
 60148.00000      18.5537     -11.9976     316.5575    -105.1904     334.4838    -118.1066 
 60149.00000      18.2143     -11.9733     316.9821    -105.2012     334.3806    -118.3317 
 60150.00000      18.2817     -12.2433     317.0968    -104.8473     334.3473    -118.5052 
 60151.00000      18.5806     -12.5895     317.0179    -104.3927     334.3321    -118.6739 
 60152.00000      18.9653     -12.8717     316.8415    -104.0127     334.2969    -118.8677 
 60153.00000      19.3160     -13.0300     316.6517    -103.7917     334.2168    -119.1004 
 60154.00000      19.5180     -13.1108     316.5412    -103.6951     334.0697    -119.3666 
 60155.00000      19.6206     -13.2495     316.4944    -103.5671     333.8724    -119.6458 
 60156.00000      19.6473     -13.4838     316.5054    -103.3635     333.6339    -119.9298 
 60157.00000      19.6274     -13.7430     316.5531    -103.1558     333.3713    -120.2220 
 60158.00000      19.5716     -13.9861     316.6362    -102.9866     333.1011    -120.5242 
 60159.00000      19.4826     -14.2019     316.7591    -102.8649     332.8336    -120.8336 
 60160.00000      19.3612     -14.3815     316.9242    -102.7920     332.5760    -121.1416 
 60161.00000      19.1593     -14.5492     317.1827    -102.7358     332.3286    -121.4270 
 60162.00000      18.9479     -14.7032     317.4673    -102.6601     332.0951    -121.6662 
 60163.00000      18.7758     -14.8286     317.7282    -102.5637     331.8774    -121.8566 
 60164.00000      18.7355     -14.8772     317.8634    -102.4931     331.6770    -122.0260 
 60165.00000      18.7330     -14.8188     317.9408    -102.5474     331.4823    -122.2235 
 60166.00000      18.6752     -14.6625     318.0379    -102.7693     331.2837    -122.4747 
 60167.00000      18.5294     -14.4444     318.1893    -103.1361     331.0780    -122.7794 
 60168.00000      18.2450     -14.2866     318.4697    -103.5226     330.8551    -123.1081 
 60169.00000      17.9815     -14.2659     318.7709    -103.7606     330.6292    -123.4133 
 60170.00000      17.8303     -14.3802     319.0213    -103.7978     330.4087    -123.6733 
 60171.00000      17.8267     -14.5033     319.1665    -103.7332     330.2126    -123.8857 
 60172.00000      17.9349     -14.4974     319.1870    -103.7091     330.0394    -124.0576 
 60173.00000      18.1184     -14.3065     319.0818    -103.7928     329.8806    -124.1972 
 60174.00000      18.3608     -13.9515     318.8613    -103.9746     329.7293    -124.3131 
 60175.00000      18.6935     -13.5634     318.5237    -104.1316     329.5607    -124.4196 
 60176.00000      19.0951     -13.2833     318.1474    -104.1617     329.3709    -124.5358 
 60177.00000      19.5299     -13.1809     317.7996    -104.0280     329.1578    -124.6713 
 60178.00000      19.8797     -13.2281     317.5885    -103.8047     328.9306    -124.8177 
 60179.00000      20.0490     -13.4056     317.5935    -103.5588     328.6899    -124.9723 
 60180.00000      20.0198     -13.7152     317.8244    -103.3060     328.4281    -125.1339 
 60181.00000      19.8437     -14.1636     318.2306    -103.0228     328.1350    -125.3003 
 60182.00000      19.7333     -14.8366     318.6401    -102.5435     327.7734    -125.4806 
 60183.00000      19.8673     -15.6493     318.8501    -101.8289     327.3278    -125.6562 
 60184.00000      20.2665     -16.5037     318.8096    -100.9318     326.8073    -125.8143 
 60185.00000      21.0604     -17.0154     318.2614    -100.1446     326.2688    -126.0085 
 60186.00000      21.3292     -17.4448     318.1862     -99.6198     325.7915    -126.1041 
 60187.00000      21.4647     -17.6489     318.1833     -99.3626     325.3923    -126.2000 
 60188.00000      21.2434     -17.7880     318.5204     -99.3413     325.0759    -126.2619 
 60189.00000      21.0469     -17.9656     318.8871     -99.3126     324.7847    -126.3487 
 60190.00000      20.9343     -18.1779     319.1819     -99.2677     324.4642    -126.4849 
 60191.00000      20.9134     -18.4217     319.3797     -99.2052     324.0945    -126.6734 
 60192.00000      20.8368     -18.7786     319.6522     -99.1113     323.6782    -126.8710 
 60193.00000      20.7494     -19.2942     320.0253     -98.8787     323.2435    -127.0291 
 60194.00000      20.7290     -19.9408     320.4485     -98.4599     322.8122    -127.1259 
 60195.00000      20.8009     -20.6322     320.8641     -97.9058     322.3972    -127.1636 
 60196.00000      20.9789     -21.1663     321.1442     -97.3831     322.0150    -127.1719 
 60197.00000      21.1408     -21.4568     321.3064     -97.0629     321.6570    -127.1828 
 60198.00000      21.2049     -21.5755     321.4317     -96.9486     321.3041    -127.1998 
 60199.00000      20.9960     -21.6275     321.6766     -97.1032     320.9237    -127.2364 
 60200.00000      20.6981     -21.6428     321.9446     -97.3474     320.5350    -127.2611 
 60201.00000      20.3834     -21.6448     322.2039     -97.6015     320.1423    -127.2618 
 60202.00000      20.0704     -21.6351     322.4380     -97.8480     319.7415    -127.2355 
 60203.00000      19.7420     -21.6051     322.6462     -98.1081     319.3274    -127.1858 
 60204.00000      19.2763     -21.4995     322.8425     -98.5252     318.8790    -127.1275 
 60205.00000      18.6453     -21.3095     323.0258     -99.1351     318.3912    -127.0683 
 60206.00000      17.8996     -21.0632     323.1830     -99.8845     317.8686    -127.0103 
 60207.00000      17.2596     -20.8273     323.2628    -100.5512     317.3476    -126.9459 
 60208.00000      16.8637     -20.6435     323.2420    -100.9929     316.8511    -126.8714 
 60209.00000      16.7579     -20.5250     323.1188    -101.1622     316.3841    -126.7892 
 60210.00000      16.9280     -20.4861     322.9214    -101.0632     315.9428    -126.7056 
 60211.00000      17.2068     -20.5284     322.7317    -100.8462     315.5016    -126.6380 
 60212.00000      17.5065     -20.6442     322.5890    -100.5951     315.0519    -126.5923 
 60213.00000      17.7516     -20.7964     322.5127    -100.3936     314.6008    -126.5663 
 60214.00000      17.9592     -20.9247     322.4551    -100.2460     314.1623    -126.5444 
 60215.00000      18.1421     -21.0052     322.3944    -100.1406     313.7435    -126.5133 
 60216.00000      18.2924     -21.0507     322.3444    -100.0696     313.3454    -126.4658 
 60217.00000      18.3981     -21.1392     322.3701     -99.9904     312.9610    -126.3878 
 60218.00000      18.4488     -21.3218     322.5143     -99.8902     312.5842    -126.2790 
 60219.00000      18.4536     -21.6020     322.7723     -99.7678     312.2117    -126.1432 
 60220.00000      18.4932     -21.9063     323.0374     -99.6138     311.8390    -126.0046 
 60221.00000      18.6077     -22.1831     323.2445     -99.4312     311.4631    -125.8799 
 60222.00000      18.7863     -22.4072     323.3770     -99.2428     311.0835    -125.7735 
 60223.00000      18.9864     -22.5686     323.4466     -99.0861     310.7021    -125.6831 
 60224.00000      19.0629     -22.7095     323.5623     -99.0515     310.3318    -125.5857 
 60225.00000      18.9415     -22.8170     323.7361     -99.1968     309.9733    -125.4643 
 60226.00000      18.6067     -22.8813     323.9534     -99.5360     309.6241    -125.3127 
 60227.00000      18.1472     -22.8984     324.1532     -99.9976     309.2684    -125.1392 
 60228.00000      17.5978     -22.8563     324.2898    -100.5613     308.8896    -124.9525 
 60229.00000      16.9719     -22.7522     324.3481    -101.2181     308.4846    -124.7565 
 60230.00000      16.2972     -22.5963     324.3319    -101.9417     308.0602    -124.5564 
 60231.00000      15.5669     -22.3978     324.2704    -102.7378     307.6381    -124.3563 
 60232.00000      14.8966     -22.2211     324.2240    -103.4836     307.2532    -124.1639 
 60233.00000      14.3569     -22.0954     324.2182    -104.1052     306.9196    -123.9820 
 60234.00000      13.9511     -22.0291     324.2695    -104.5940     306.6405    -123.8068 
 60235.00000      13.6368     -21.9506     324.3106    -104.9921     306.4013    -123.6213 
 60236.00000      13.3978     -21.8301     324.3032    -105.3127     306.1852    -123.4177 
 60237.00000      13.2447     -21.6858     324.2515    -105.5406     305.9783    -123.1981 
 60238.00000      13.2741     -21.5780     324.1686    -105.5744     305.7509    -122.9699 
 60239.00000      13.5138     -21.6031     324.1383    -105.3868     305.4892    -122.7515 
 60240.00000      13.9311     -21.7875     324.1987    -105.0173     305.1895    -122.5506 
 60241.00000      14.3598     -22.0383     324.3091    -104.6457     304.8671    -122.3629 
 60242.00000      14.6728     -22.2873     324.4327    -104.4053     304.5334    -122.1826 
 60243.00000      14.8226     -22.5006     324.5442    -104.3414     304.1957    -122.0028 
 60244.00000      14.7231     -22.5867     324.5476    -104.5274     303.8459    -121.8008 
 60245.00000      14.4909     -22.6359     324.5200    -104.8350     303.4953    -121.5782 
 60246.00000      14.1960     -22.6647     324.4749    -105.1860     303.1531    -121.3289 
 60247.00000      13.9603     -22.6603     324.4111    -105.4533     302.8427    -121.0476 
 60248.00000      13.8222     -22.6405     324.3538    -105.5975     302.5715    -120.7360 
 60249.00000      13.7037     -22.6973     324.3858    -105.7088     302.3226    -120.4115 
 60250.00000      13.5830     -22.8925     324.5655    -105.8240     302.0910    -120.0880 
 60251.00000      13.4489     -23.2253     324.8878    -105.9650     301.8724    -119.7701 
 60252.00000      13.3015     -23.6447     325.3005    -106.1402     301.6664    -119.4605 
 60253.00000      13.1439     -24.0199     325.6717    -106.3305     301.4725    -119.1412 
 60254.00000      12.9747     -24.2819     325.9311    -106.5277     301.2902    -118.8069 
 60255.00000      12.7977     -24.4050     326.0453    -106.7259     301.1122    -118.4617 
 60256.00000      12.5509     -24.4537     326.0586    -106.9992     300.9223    -118.1203 
 60257.00000      12.2089     -24.4785     326.0121    -107.3787     300.7160    -117.7884 
 60258.00000      11.7867     -24.5027     325.9353    -107.8476     300.5024    -117.4639 
 60259.00000      11.2862     -24.5870     325.9083    -108.3935     300.3044    -117.1306 
 60260.00000      10.8867     -24.6637     325.9254    -108.8162     300.1666    -116.7726 
 60261.00000      10.6824     -24.6832     325.9671    -109.0121     300.1021    -116.3862 
 60262.00000      10.7206     -24.5530     325.9450    -108.9345     300.0983    -115.9865 
 60263.00000      10.8475     -24.2676     325.7918    -108.7406     300.1064    -115.5850 
 60264.00000      10.9500     -23.8663     325.4974    -108.5480     300.0922    -115.1869 
 60265.00000      11.0044     -23.4006     325.0940    -108.3864     300.0416    -114.7945 
 60266.00000      11.0435     -22.9892     324.6935    -108.2366     299.9451    -114.3995 
 60267.00000      11.1009     -22.7065     324.3777    -108.0847     299.8054    -114.0026 
 60268.00000      11.2579     -22.6222     324.2550    -107.8873     299.6448    -113.6177 
 60269.00000      11.4194     -22.7282     324.3313    -107.7478     299.4975    -113.2486 
 60270.00000      11.5409     -22.9210     324.5227    -107.6781     299.3935    -112.8829 
 60271.00000      11.6267     -23.1086     324.7523    -107.6425     299.3459    -112.5107 
 60272.00000      11.6805     -23.2347     324.9629    -107.6164     299.3518    -112.1281 
 60273.00000      11.8062     -23.2256     325.0819    -107.4779     299.3784    -111.7375 
 60274.00000      11.9342     -23.1214     325.0920    -107.3075     299.3875    -111.3455 
 60275.00000      12.0167     -22.9414     324.9856    -107.1547     299.3677    -110.9538 
 60276.00000      11.9818     -22.7295     324.7929    -107.0949     299.3333    -110.5591 
 60277.00000      11.8690     -22.4796     324.5493    -107.0826     299.3155    -110.1583 
 60278.00000      11.7135     -22.1925     324.2833    -107.0826     299.3315    -109.7510 
 60279.00000      11.5087     -21.8975     324.0243    -107.1121     299.3871    -109.3397 
 60280.00000      11.2192     -21.6537     323.8124    -107.2272     299.4841    -108.9257 
 60281.00000      10.8059     -21.6017     323.7349    -107.5389     299.6014    -108.5261 
